cartodb_id,details,code,created_at,updated_at,verified,street,facing,details_additional,code_prefix,longitude,latitude,geojson
272,,C3,1356003358890,1356004064272,,,S,Uitgezonderd aangelanden,C,3.548836,51.070818,"{""type"":""Point"",""coordinates"":[3.54884,51.07082]}"
273,70,C43,1356003418581,1356003722719,,Merendreestraat,W,,C,3.548742,51.070591,"{""type"":""Point"",""coordinates"":[3.54874,51.07059]}"
274,,A1a,1356003426926,1356003724426,,Merendreestraat,W,50 m,A,3.548742,51.070591,"{""type"":""Point"",""coordinates"":[3.54874,51.07059]}"
275,,B9,1356003431645,1356004098087,,Merendreestraat,W,,B,3.548742,51.070591,"{""type"":""Point"",""coordinates"":[3.54874,51.07059]}"
276,,B1,1356003456718,1356004119021,,Merendreestraat,S,,B,3.549016,51.070528,"{""type"":""Point"",""coordinates"":[3.54902,51.07053]}"
277,70,C43,1356003795065,1356034926988,,Hansbekestraat,W,,C,3.54975,51.07045,"{""type"":""Point"",""coordinates"":[3.54975,51.07045]}"
278,,B9,1356003801735,1356034962684,,Hansbekestraat,W,,B,3.54975,51.07045,"{""type"":""Point"",""coordinates"":[3.54975,51.07045]}"
279,,Type 5,1356003817876,1356037788208,,Merendreestraat,W,,,3.54968,51.07042,"{""type"":""Point"",""coordinates"":[3.54968,51.07042]}"
280,,B1,1356003831994,1356039502092,,Lambroekstraat,E,,B,3.54967,51.0704,"{""type"":""Point"",""coordinates"":[3.54967,51.0704]}"
281,,B1,1356003867323,1356039530432,,Lambroekstraat,W,,B,3.54962,51.07033,"{""type"":""Point"",""coordinates"":[3.54962,51.07033]}"
282,70,C43,1356003878436,1356039534331,,Lambroekstraat,W,,C,3.549667,51.070323,"{""type"":""Point"",""coordinates"":[3.54967,51.07032]}"
283,,B17,1356004293485,1356039538239,,Lambroekstraat,W,,B,3.551462,51.069967,"{""type"":""Point"",""coordinates"":[3.55146,51.06997]}"
284,70,C43,1356004318855,1356039541046,,Lambroekstraat,E,,C,3.55167,51.07,"{""type"":""Point"",""coordinates"":[3.55167,51.07]}"
285,,B1,1356004323240,1356039544126,,Lambroekstraat,E,150m,B,3.55167,51.07,"{""type"":""Point"",""coordinates"":[3.55167,51.07]}"
286,,B17,1356004336051,1356034429874,,Overbroekkouterslag,E,,B,3.55188,51.070011,"{""type"":""Point"",""coordinates"":[3.55188,51.07001]}"
287,70,C43,1356004372176,1356039614418,,Lambroekstraat,W,,C,3.551993,51.069848,"{""type"":""Point"",""coordinates"":[3.55199,51.06985]}"
288,,B17,1356004378323,1356039616651,,Lambroekstraat,E,,B,3.55204,51.06992,"{""type"":""Point"",""coordinates"":[3.55204,51.06992]}"
289,,A41,1356004953319,1356005041369,,Grote Heirenthoek,N,150m,A,3.556373,51.069898,"{""type"":""Point"",""coordinates"":[3.55637,51.0699]}"
290,,B1,1356005144389,1356005449009,,Grote Heirenthoek,S,,B,3.555367,51.071624,"{""type"":""Point"",""coordinates"":[3.55537,51.07162]}"
291,,A1c,1356005185725,1356005463012,,Hansbekestraat,W,,A,3.555448,51.071698,"{""type"":""Point"",""coordinates"":[3.55545,51.0717]}"
292,70,C43,1356005190226,1356005452550,,Hansbekestraat,W,,C,3.555448,51.071698,"{""type"":""Point"",""coordinates"":[3.55545,51.0717]}"
293,,B9,1356005194385,1356005461205,,Hansbekestraat,W,,B,3.555448,51.071698,"{""type"":""Point"",""coordinates"":[3.55545,51.0717]}"
294,70,C43,1356005276507,1356034852982,,Hansbekestraat,E,,C,3.55515,51.071678,"{""type"":""Point"",""coordinates"":[3.55515,51.07168]}"
295,,B9,1356005282175,1356034849027,,Hansbekestraat,E,,B,3.55515,51.071678,"{""type"":""Point"",""coordinates"":[3.55515,51.07168]}"
296,70,C43,1356005520823,1356034844716,,Hansbekestraat,W,,C,3.554517,51.071412,"{""type"":""Point"",""coordinates"":[3.55452,51.07141]}"
297,,B9,1356005525129,1356034842838,,Hansbekestraat,W,,B,3.554517,51.071412,"{""type"":""Point"",""coordinates"":[3.55452,51.07141]}"
298,,B1,1356005541811,1356005768432,,Voordestraat,N,,B,3.554329,51.071479,"{""type"":""Point"",""coordinates"":[3.55433,51.07148]}"
299,70,C43,1356005562030,1356034838202,,Hansbekestraat,E,,C,3.554294,51.071408,"{""type"":""Point"",""coordinates"":[3.55429,51.07141]}"
300,,B9,1356005566249,1356034836060,,Hansbekestraat,E,,B,3.554294,51.071408,"{""type"":""Point"",""coordinates"":[3.55429,51.07141]}"
301,Hansbeke,F43,1356005619174,1356034833075,,Hansbekestraat,E,,F,3.553994,51.071317,"{""type"":""Point"",""coordinates"":[3.55399,51.07132]}"
302,,A1b,1356005831524,1356034815382,,Hansbekestraat,E,,A,3.55166,51.07086,"{""type"":""Point"",""coordinates"":[3.55166,51.07086]}"
303,,Type 5,1356005864057,1356038113690,,Merendreestraat,N,,,3.549491,51.070429,"{""type"":""Point"",""coordinates"":[3.54949,51.07043]}"
304,,C3,1356006002648,1356006048880,,,E,Uitgezonderd aangelanden,C,3.552873,51.072649,"{""type"":""Point"",""coordinates"":[3.55287,51.07265]}"
305,,E3,1356038008011,1356038129625,,Hansbekedorp,W,E0b; ...,E,3.536152,51.073474,"{""type"":""Point"",""coordinates"":[3.53615,51.07347]}"
306,,E3,1356038014634,1356038131327,,Hansbekedorp,W,E0b; ...,E,3.53615,51.073503,"{""type"":""Point"",""coordinates"":[3.53615,51.0735]}"
307,,B1,1356040266897,1356040303817,,Kerkakkerstraat,W,,B,3.535406,51.073891,"{""type"":""Point"",""coordinates"":[3.53541,51.07389]}"
308,"Hansbeke, Nevele",F1,1356040511356,1356040961517,,Melkerijstraat,W,,F,3.53286,51.07591,"{""type"":""Point"",""coordinates"":[3.53286,51.07591]}"
309,"Hansbeke, Nevele",F3,1356040793530,1356040954475,,Melkerijstraat,E,,F,3.53276,51.07594,"{""type"":""Point"",""coordinates"":[3.53276,51.07594]}"
310,,C3,1356040803382,1356040902474,,Melkerijstraat,E,Uitgezonderd ...,C,3.53266,51.07592,"{""type"":""Point"",""coordinates"":[3.53266,51.07592]}"
311,,A23,1356041021564,1356041139509,,Melkerijstraat,W,,A,3.53469,51.076272,"{""type"":""Point"",""coordinates"":[3.53469,51.07627]}"
312,,F4a,1356041026481,1356041146513,,Melkerijstraat,W,,F,3.53469,51.076272,"{""type"":""Point"",""coordinates"":[3.53469,51.07627]}"
313,,F4b,1356041040384,1356041144810,,Melkerijstraat,E,,F,3.534669,51.076326,"{""type"":""Point"",""coordinates"":[3.53467,51.07633]}"
314,,B1,1356041240259,1356041327095,,Melkerijstraat,W,,B,3.535125,51.076323,"{""type"":""Point"",""coordinates"":[3.53512,51.07632]}"
315,"3,5t",C21,1356041266876,1356041338803,,Melkerijstraat,E,Uitgezonderd plaatselijk verkeer,C,3.535095,51.07637,"{""type"":""Point"",""coordinates"":[3.5351,51.07637]}"
316,,C3,1356041465503,1356041768534,,Kerkakkerstraat,E,M2,C,3.53552854232794,51.074983370479,"{""type"":""Point"",""coordinates"":[3.53553,51.07498]}"
317,,A41,1356041627783,1356041847355,,Hansbekedorp,N,,A,3.535591,51.074769,"{""type"":""Point"",""coordinates"":[3.53559,51.07477]}"
318,,E3,1356041665847,1356041908112,,Hansbekedorp,N,Uitgezonderd Ceremonie wagens; E0b,E,3.535583,51.074828,"{""type"":""Point"",""coordinates"":[3.53558,51.07483]}"
319,,E3,1356041690420,1356041904957,,Hansbekedorp,N,Uitgezonderd Ceremonie wagens; E0a,E,3.535547,51.074949,"{""type"":""Point"",""coordinates"":[3.53555,51.07495]}"
320,,B9,1356041750662,1356041849299,,Hansbekedorp,N,,B,3.535539,51.074978,"{""type"":""Point"",""coordinates"":[3.53554,51.07498]}"
321,,F49,1356041963141,1356042111780,,Hansbekedorp,S,,F,3.535661,51.074958,"{""type"":""Point"",""coordinates"":[3.53566,51.07496]}"
322,,F49,1356042006080,1356042113677,,Hansbekedorp,N,,F,3.53554,51.074998,"{""type"":""Point"",""coordinates"":[3.53554,51.075]}"
323,,A23,1356042139669,1356042289111,,Hansbekedorp,N,80m,A,3.535476,51.075259,"{""type"":""Point"",""coordinates"":[3.53548,51.07526]}"
324,,B9,1356042144469,1356042290803,,Hansbekedorp,N,,B,3.535476,51.075259,"{""type"":""Point"",""coordinates"":[3.53548,51.07526]}"
325,,B1,1356042191493,1356042292589,,Hansbekedorp,E,,B,3.535511,51.075637,"{""type"":""Point"",""coordinates"":[3.53551,51.07564]}"
326,,B9,1356042195918,1356042294235,,Hansbekedorp,S,,B,3.535511,51.075637,"{""type"":""Point"",""coordinates"":[3.53551,51.07564]}"
327,,F49,1356042362025,1356042383654,,Hansbekedorp,S,,F,3.535369,51.076146,"{""type"":""Point"",""coordinates"":[3.53537,51.07615]}"
