cartodb_id,details,code,created_at,updated_at,verified,street,facing,details_additional,code_prefix,longitude,latitude,geojson
441,,B7,2013-02-03 22:37:04,2013-02-03 22:38:01,,Warandestraat,W,Stop 150m,B,3.528401,51.084585,"{""type"":""Point"",""coordinates"":[3.5284,51.08458]}"
442,,A27,2013-02-03 22:42:08,2013-02-03 22:43:04,,Warandestraat,E,,A,3.522266,51.082747,"{""type"":""Point"",""coordinates"":[3.52227,51.08275]}"
443,,B15c,2013-02-03 22:44:19,2013-02-03 22:49:47,,Warandestraat,E,,B,3.521263,51.082417,"{""type"":""Point"",""coordinates"":[3.52126,51.08242]}"
444,,B1,2013-02-03 22:45:16,2013-02-03 22:48:01,,Warandestraat,S,,B,3.521121,51.082265,"{""type"":""Point"",""coordinates"":[3.52112,51.08226]}"
445,70,C43,2013-02-03 22:45:29,2013-02-03 22:47:52,,Warandestraat,W,,C,3.521183,51.082312,"{""type"":""Point"",""coordinates"":[3.52118,51.08231]}"
446,70,C43,2013-02-03 22:46:18,2013-02-03 22:47:53,,Warandestraat,E,,C,3.520845,51.08228,"{""type"":""Point"",""coordinates"":[3.52085,51.08228]}"
447,,C3,2013-02-03 23:21:06,2013-02-03 23:22:17,,Warandestraat,W,Uitgezonderd fietsers ...,C,3.516178,51.077521,"{""type"":""Point"",""coordinates"":[3.51618,51.07752]}"
448,,B1,2013-02-05 18:54:12,2013-02-05 20:58:00,1,,W,,B,3.53486,51.077667,"{""type"":""Point"",""coordinates"":[3.53486,51.07767]}"
449,Uitgezonderd dienst kerkhof,,2013-02-05 18:54:30,2013-02-05 20:57:57,1,,E,,C,3.534018,51.077585,"{""type"":""Point"",""coordinates"":[3.53402,51.07758]}"
450,,B9,2013-02-05 18:55:48,2013-02-05 20:57:54,1,Hansbekedorp,N,,B,3.534925,51.077573,"{""type"":""Point"",""coordinates"":[3.53492,51.07757]}"
451,,B9,2013-02-05 18:56:58,2013-02-05 20:57:51,1,Hansbekedorp,N,,B,3.535016,51.077248,"{""type"":""Point"",""coordinates"":[3.53502,51.07725]}"
452,,D7,2013-02-05 20:59:38,2013-02-05 21:01:05,1,Hansbekedorp,S,,D,3.53501,51.07794,"{""type"":""Point"",""coordinates"":[3.53501,51.07794]}"
453,,B9,2013-02-05 20:59:42,2013-02-05 21:01:07,1,Hansbekedorp,S,,B,3.53501,51.07794,"{""type"":""Point"",""coordinates"":[3.53501,51.07794]}"
454,,B15f,2013-02-05 21:17:01,2013-02-05 21:52:07,,Warandestraat,W,,B,3.520687,51.082139,"{""type"":""Point"",""coordinates"":[3.52069,51.08214]}"
455,,A1d,2013-02-05 21:52:59,2013-02-05 21:54:04,,Warandestraat,E,,A,3.520435,51.082158,"{""type"":""Point"",""coordinates"":[3.52043,51.08216]}"
456,,A1d,2013-02-05 22:00:05,2013-02-05 22:00:26,,Warandestraat,W,,A,3.517865,51.081789,"{""type"":""Point"",""coordinates"":[3.51787,51.08179]}"
457,,B15c,2013-02-05 22:04:18,2013-02-05 22:06:00,,Warandestraat,E,,B,3.512613,51.081396,"{""type"":""Point"",""coordinates"":[3.51261,51.0814]}"
458,"Hansbeke, Nevele",F43,2013-02-05 22:04:35,2013-02-05 22:07:34,,Warandestraat,W,,F,3.51246857175829,51.0813015749542,"{""type"":""Point"",""coordinates"":[3.51247,51.0813]}"
459,70,C43,2013-02-05 22:05:18,2013-02-05 22:06:43,,Warandestraat,W,,C,3.512479,51.081313,"{""type"":""Point"",""coordinates"":[3.51248,51.08131]}"
460,70,C45,2013-02-05 22:09:31,2013-02-05 22:12:01,,Warandestraat,S,,C,3.512243,51.081387,"{""type"":""Point"",""coordinates"":[3.51224,51.08139]}"
461,,F45,2013-02-05 22:10:09,2013-02-05 22:12:45,,Warandestraat,N,,F,3.511961,51.081219,"{""type"":""Point"",""coordinates"":[3.51196,51.08122]}"
462,Hansbeke,F34b1,2013-02-05 22:10:55,2013-02-05 22:14:41,,Warandestraat,W,,F,3.51207,51.08121,"{""type"":""Point"",""coordinates"":[3.51207,51.08121]}"
463,Nevele,F34b1,2013-02-05 22:12:50,2013-02-05 22:14:43,,Warandestraat,W,,F,3.51207,51.08121,"{""type"":""Point"",""coordinates"":[3.51207,51.08121]}"
464,Aalter,F34b1,2013-02-05 22:12:51,2013-02-05 22:14:45,,Warandestraat,S,,F,3.51207,51.08121,"{""type"":""Point"",""coordinates"":[3.51207,51.08121]}"
465,Bellem,F34b1,2013-02-05 22:12:51,2013-02-05 22:14:47,,Warandestraat,S,,F,3.51207,51.08121,"{""type"":""Point"",""coordinates"":[3.51207,51.08121]}"
466,,B1,2013-02-05 22:15:02,2013-02-05 22:15:34,,Warandestraat,S,,B,3.512074,51.081202,"{""type"":""Point"",""coordinates"":[3.51207,51.0812]}"
